 1	2	0	15	16	17
 2	1	0	15	16	17
 3	0	0	15	16	17
 4	2	1	23	24	25
 5	1	1	23	24	25
 6	0	1	23	24	25
 7	2	2	18	19	20
 8	1	2	18	19	20
 9	0	2	18	19	20
10	2	3	11	10	9
11	1	3	11	10	9
12	0	3	11	10	9
13	2	4	6	7	8
14	1	4	6	7	8
15	0	4	6	7	8
16	2	5	12	13	14
17	0	5	12	13	14
18	1	5	12	13	14
19	0	6	0	2	1
20	1	6	0	2	1
21	2	6	0	2	1
22	2	7	3	5	4
23	1	7	3	5	4
24	0	7	3	5	4
